product_id,sku,product_name,category,brand,unit_price,cost_price,tax_rate,supplier_name,is_active,created_date
P00607,BOO-GRE-00607,GreenLeaf Cloud Architecture Basics,Books,GreenLeaf,1106.86,664.75,18,Northstar Traders,Y,2021-12-01
P00608,FAS-PRI-00608,PrimeWorks Sports T-shirt,Fashion,PrimeWorks,674.67,371.55,28,Bharat Supply Co,Y,2021-11-28
P00609,HOM-SWI-00609,SwiftRun Water Bottle Steel,Home & Kitchen,SwiftRun,543.13,300.31,18,Global Distributors,Y,2022-12-16
P00610,BEA-PRI-00610,PrimeWorks Face Wash,Beauty,PrimeWorks,,195.24,12,Northstar Traders,Y,2020-07-04
P00611,FAS-HOM-00611,HomeEase Women Kurti,Fashion,HomeEase,1260.46,912.13,5,Bharat Supply Co,Y,2025-01-27
P00612,BOO-SWI-00612,SwiftRun SQL Interview Guide,Books,SwiftRun,665.04,435.94,18,Bharat Supply Co,N,2021-04-06
P00613,SPO-URB-00613,UrbanCart Yoga Mat,Sports,UrbanCart,991.92,740.91,12,Bharat Supply Co,N,2020-05-06
P00614,GRO-FRE-00614,FreshNest Green Tea Pack,Grocery,FreshNest,400.56,238.17,5,Bharat Supply Co,N,2025-11-28
P00615,FAS-GRE-00615,GreenLeaf Running Shoes,Fashion,GreenLeaf,3255.89,2498.61,12,Global Distributors,Y,2021-05-18
P00616,BEA-TEC-00616,TechPro Sunscreen SPF50,Beauty,TechPro,535.55,295.58,12,Northstar Traders,Y,2025-11-12
P00617,SPO-TEC-00617,TechPro Cricket Bat,Sports,TechPro,2610.78,1474.73,28,Global Distributors,Y,2023-03-05
P00618,GRO-APE-00618,Apex Green Tea Pack,Grocery,Apex,,250.37,18,Metro Wholesale,Y,2023-03-06
P00619,BEA-URB-00619,UrbanCart Perfume 100ml,Beauty,UrbanCart,1599.68,1142.23,12,Northstar Traders,Y,2023-04-06
P00620,FAS-GRE-00620,GreenLeaf Women Kurti,Fashion,GreenLeaf,1221.81,943.71,18,Bharat Supply Co,Y,2021-12-10
P00621,FAS-URB-00621,UrbanCart Backpack 30L,Fashion,UrbanCart,1796.2,1070.33,12,Bharat Supply Co,Y,2020-12-16
P00622,GRO-URB-00622,UrbanCart Breakfast Cereal,Grocery,UrbanCart,399.15,299.95,12,Pacific Imports,N,2023-07-07
P00623,FAS-BLU-00623,BluePeak Leather Wallet,Fashion,BluePeak,917.94,593.65,5,Pacific Imports,Y,2024-09-20
P00624,FAS-PRI-00624,PrimeWorks Women Kurti,Fashion,PrimeWorks,-1264.8,732.66,18,Global Distributors,N,2021-05-30
P00625,BEA-SWI-00625,SwiftRun Perfume 100ml,Beauty,SwiftRun,1540.2,877.1,5,Bharat Supply Co,Y,2023-04-05
P00626,BEA-NOV-00626,Nova Face Wash,Beauty,Nova,342.71,241.65,5,Metro Wholesale,Y,2025-07-21
P00627,SPO-TEC-00627,TechPro Cricket Bat,Sports,TechPro,2752.14,1968.89,28,Pacific Imports,Y,2021-04-14
P00628,ELE-FRE-00628,FreshNest Bluetooth Headphones,Electronics,FreshNest,2328.36,1534.3,28,Northstar Traders,Y,2021-05-13
P00629,HOM-FRE-00629,FreshNest Bedsheet Cotton,Home & Kitchen,FreshNest,1778.85,1202.05,28,Pacific Imports,Y,2024-11-05
P00630,HOM-FRE-00630,FreshNest Bedsheet Cotton,Home & Kitchen,FreshNest,1376.55,991.92,28,Northstar Traders,Y,2023-03-31
P00631,GRO-TEC-00631,TechPro Green Tea Pack,Grocery,TechPro,351.26,249.56,28,Northstar Traders,Y,2020-04-24
P00632,GRO-PRI-00632,PrimeWorks Basmati Rice 5kg,Grocery,PrimeWorks,775.91,541.88,28,Global Distributors,Y,2021-07-24
P00633,FAS-URB-00633,UrbanCart Men Cotton Shirt,Fashion,UrbanCart,992.11,740.95,18,Pacific Imports,N,2025-10-02
P00634,FAS-PRI-00634,PrimeWorks Sports T-shirt,Fashion,PrimeWorks,689.02,492.3,18,Bharat Supply Co,N,2020-10-06
P00635,GRO-PRI-00635,PrimeWorks Almonds 500g,Grocery,PrimeWorks,722.72,493.25,18,Metro Wholesale,Y,2023-11-26
P00636,ELE-APE-00636,Apex Wireless Mouse,Electronics,Apex,951.46,558.14,5,Northstar Traders,N,2023-08-18
P00637,BEA-NOV-00637,Nova Moisturizer,Beauty,Nova,603.75,356.22,28,Global Distributors,Y,2022-10-22
P00638,ELE-BLU-00638,BluePeak Smart Watch,Electronics,BluePeak,5461.97,4060.19,18,Global Distributors,N,2024-03-26
P00639,BOO-FRE-00639,FreshNest Python for Analytics,Books,FreshNest,854.95,556.25,12,Metro Wholesale,N,2025-12-04
P00640,BOO-NOV-00640,Nova Data Engineering Handbook,Books,Nova,1209.91,890.86,18,Northstar Traders,Y,2023-10-27
P00641,SPO-SWI-00641,SwiftRun Dumbbell Set,Sports,SwiftRun,2777.24,1660.01,18,Bharat Supply Co,Y,2020-10-02
P00642,BEA-PRI-00642,PrimeWorks Face Wash,Beauty,PrimeWorks,263.5,192.34,5,Northstar Traders,Y,2020-07-29
P00643,HOM-TEC-00643,TechPro Bedsheet Cotton,Home & Kitchen,TechPro,1827.15,1110.57,5,Metro Wholesale,Y,2020-11-02
P00644,BOO-HOM-00644,HomeEase Business Strategy Casebook,Books,HomeEase,778.94,539.25,5,Pacific Imports,N,2022-12-13
P00645,GRO-FRE-00645,FreshNest Green Tea Pack,Grocery,FreshNest,343.35,249.23,18,Global Distributors,Y,2025-07-14
P00646,BOO-BLU-00646,BluePeak Data Engineering Handbook,Books,BluePeak,1613.91,1240.26,5,Pacific Imports,N,2021-06-14
P00647,ELE-HOM-00647,HomeEase Smart Watch,Electronics,HomeEase,4699.55,2963.34,12,Global Distributors,Y,2020-04-17
P00648,BOO-GRE-00648,GreenLeaf Business Strategy Casebook,Books,GreenLeaf,897.1,645.66,5,Northstar Traders,N,2021-05-27
P00649,HOM-SWI-00649,SwiftRun Air Fryer,Home & Kitchen,SwiftRun,6279.48,4342.89,18,Metro Wholesale,Y,2024-11-23
P00650,ELE-FRE-00650,FreshNest Wireless Mouse,Electronics,FreshNest,811.17,586.55,5,Global Distributors,Y,2020-08-20
P00005,SPO-NOV-00005,Nova Yoga Mat,Sports,Nova,892.69,656.91,12,Pacific Imports,Y,2024-05-04
P00045,GRO-PRI-00045,PrimeWorks Almonds 500g,Grocery,PrimeWorks,667.98,498.99,5,Northstar Traders,Y,2021-02-24
P00145,ELE-PRI-00145,PrimeWorks Mechanical Keyboard,Electronics,PrimeWorks,2996.97,1741.45,5,Bharat Supply Co,Y,2022-05-29
