transaction_id,order_id,product_id,transaction_date,quantity,unit_price,discount_amount,tax_amount,total_amount,transaction_type,payment_status
T00001695,O0000105,P00415,2024-10-01 08:42:00,3,757.43,104.94,390.12,2557.47,Exchange,Refunded
T00001696,O0000726,P00228,2023-12-19 13:21:00,5,1471.82,59.47,364.98,7664.61,Refund,Captured
T00001697,O0000353,P00324,2024-01-09 02:05:00,3,2636.79,33.24,945.26,8822.39,Exchange,Failed
T00001698,O9999999,P00220,2025-10-03 15:04:00,3,2869.55,58.78,2393.96,10943.83,Exchange,Refunded
T00001699,O0000484,P00310,2025-12-22 16:40:00,2,3433.54,0.0,824.05,7691.13,Sale,Authorized
T00001700,O0000976,P00181,2023-07-21 02:40:00,3,2233.41,90.3,793.19,7403.12,Exchange,Failed
T00001701,O0000711,P00648,2023-09-15 15:23:00,3,897.1,67.04,734.79,3359.05,Sale,Authorized
T00001702,O0001322,P99999,2025-08-19 09:51:00,2,2328.36,42.27,553.73,5168.18,Sale,Captured
T00001703,O0000492,P00327,2024-04-27 17:13:00,5,731.08,65.52,1005.17,4595.05,Sale,Failed
T00001704,O0000806,P00626,2023-07-28 06:50:00,5,342.71,0.0,479.79,2193.34,Sale,Failed
T00001705,O0000239,P00649,2026-02-13 08:25:00,1,6279.48,0.0,1130.31,7409.79,Sale,Captured
T00001706,O0000190,P00459,2024-07-07 00:33:00,4,1275.1,64.51,906.46,5942.35,Sale,Failed
T00001707,O0001047,P00025,2024-08-31 00:01:00,5,1937.72,36.91,482.58,10134.27,Sale,Authorized
T00001708,O0000206,P00486,2025-07-10 23:21:00,2,1691.0,73.86,595.47,3903.61,Sale,Failed
T00001709,O0000071,P00096,2024-05-31 20:35:00,1,353.22,0.0,63.58,416.8,Sale,Captured
T00001710,O0000747,P00591,2025-08-26 18:42:00,3,858.73,0.0,128.81,2705.0,Exchange,Authorized
T00001711,O0000769,P00637,2025-08-15 01:43:00,1,603.75,0.0,72.45,676.2,Exchange,Refunded
T00001712,O0000833,P00348,2025-04-15 08:27:00,1,1248.15,105.1,137.17,1280.22,Sale,Settled
T00001713,O0000153,P00604,2024-01-18 10:34:00,1,,0.0,102.78,2158.46,Refund,Failed
T00001714,O0001347,P00254,2023-04-09 00:47:00,1,1966.76,0.0,550.69,2517.45,Refund,Failed
T00001715,O0000553,P00265,2024-05-20 08:34:00,5,1026.13,0.0,615.68,5746.33,Refund,Refunded
T00001716,O0000031,P00628,2025-10-16 21:23:00,4,2328.36,21.58,464.59,9756.45,Sale,Failed
T00001717,O0000475,P00308,2024-08-11 07:40:00,1,779.47,0.0,93.54,873.01,Sale,Failed
T00001718,O0001050,P00384,2024-01-22 19:16:00,4,2405.35,28.24,479.66,10072.82,Sale,Failed
T00001719,O0000181,P00386,2025-07-28 04:49:00,2,3100.73,0.0,310.07,6511.53,Sale,Failed
T00001720,O0000716,P00214,2024-04-09 19:32:00,2,2780.21,41.39,1545.33,7064.36,Sale,Settled
T00001721,O0000005,P00626,2023-04-19 01:45:00,5,342.71,64.98,461.6,2110.17,Sale,Settled
T00001722,O0000201,P00499,2023-03-06 14:22:00,4,610.27,0.0,292.93,2734.01,Refund,Settled
T00001723,O0001447,P00571,2024-06-14 00:06:00,1,350.54,0.0,42.06,392.6,Sale,Refunded
T00001724,O0000660,P00316,2025-09-27 08:00:00,2,3092.88,0.0,1732.01,7917.77,Sale,Captured
T00001725,O0000584,P00072,2025-05-08 01:56:00,1,626.2,48.35,69.34,647.19,Sale,Authorized
T00001726,O0000163,P00207,2024-02-26 05:28:00,1,2263.16,17.15,404.28,2650.29,Sale,Authorized
T00001727,O0000281,P00613,2025-08-16 10:19:00,5,991.92,105.45,242.71,5096.86,Sale,Captured
T00001728,O0000319,P00101,2024-09-08 15:19:00,3,4112.23,0.0,1480.4,13817.09,Refund,Refunded
T00001729,O0001129,P00359,2024-12-20 22:51:00,3,2650.85,0.0,954.31,8906.86,Refund,Refunded
T00001730,O0001145,P00507,2025-08-23 19:41:00,5,2313.64,0.0,3239.1,14807.3,Refund,Refunded
T00001731,O0001219,P00601,2024-02-26 10:10:00,3,922.2,0.0,138.33,2904.93,Sale,Authorized
T00001732,O0000855,P00542,2024-05-14 02:13:00,1,1230.15,67.39,139.53,1302.29,Sale,Refunded
T00001733,O0001424,P00138,2023-04-01 08:06:00,3,1422.69,31.19,211.84,4448.72,Sale,Authorized
T00001734,O0000014,P00073,2024-04-11 19:44:00,4,1357.29,0.0,271.46,5700.62,Sale,Authorized
T00001735,O0000895,P00628,2023-08-09 09:41:00,1,2328.36,141.49,109.34,,Sale,Captured
T00001736,O0000520,P00295,2025-05-09 23:18:00,1,1135.15,52.09,303.26,1386.32,Sale,Refunded
T00001737,O0000677,P00396,2024-03-30 02:21:00,5,2086.55,0.0,1877.89,12310.64,Sale,Settled
T00001738,O0001060,P00159,2024-05-11 08:57:00,2,1994.44,83.22,1093.58,4999.24,Refund,Captured
T00001739,O0000214,P00609,2025-06-27 21:57:00,2,543.13,20.45,127.9,1193.71,Sale,Authorized
T00001740,O0001384,P00259,2023-01-26 22:10:00,1,739.57,0.0,36.98,776.55,Sale,Authorized
T00001741,O0001288,P00391,2025-10-19 22:20:00,4,926.58,0.0,1037.77,4744.09,Sale,Captured
T00001742,O0000681,P00446,2023-03-05 02:47:00,3,945.95,0.0,141.89,2979.74,Exchange,Captured
T00001743,O0000097,P00599,2024-02-17 12:17:00,2,657.29,75.54,223.03,1462.07,Sale,Refunded
T00001744,O0000092,P00388,2024-07-08 00:59:00,4,396.28,27.65,280.34,1837.81,Sale,Failed
T00001745,O0000949,P00097,2023-01-26 04:33:00,4,1947.59,0.0,389.52,8179.88,Sale,Refunded
T00001746,O0000672,P00043,2026-01-20 00:12:00,4,635.71,98.59,293.31,2737.56,Sale,Authorized
T00001747,O0000008,P00337,2023-04-14 07:46:00,4,938.34,71.63,1030.88,4712.61,Refund,Settled
T00001748,O0000314,P00118,2025-10-21 13:36:00,4,343.36,118.34,150.61,1405.71,Exchange,Captured
T00001749,O0000655,P00635,2023-09-14 04:51:00,4,722.72,0.0,809.45,3700.33,Sale,Failed
T00001750,O0000938,P00608,2023-02-18 01:04:00,3,674.67,0.0,101.2,2125.21,Sale,Captured
T00001751,O9999999,P00489,2023-04-27 04:51:00,5,1259.88,0.0,314.97,6614.37,Exchange,Failed
T00001752,O0000905,P00535,2023-11-04 21:56:00,5,982.51,42.59,584.4,5454.36,Sale,Settled
T00001753,O0000470,P00163,2025-04-02 01:05:00,2,2433.02,0.0,583.92,5449.96,Exchange,Refunded
T00001754,O0000343,P00062,2023-11-02 06:19:00,5,2811.2,43.5,2522.25,16534.75,Sale,Failed
T00001755,O0000680,P00416,2023-02-17 04:45:00,4,2578.8,42.51,1232.72,11505.41,Sale,Refunded
T00001756,O0000163,P00276,2023-11-12 03:15:00,4,965.7,0.0,193.14,4055.94,Sale,Failed
T00001757,O0000397,P00120,2024-07-03 07:16:00,4,1114.75,102.26,1219.89,5576.63,Sale,Failed
T00001758,O0000761,P00086,2024-06-17 10:38:00,3,823.97,0.0,692.13,3164.04,Sale,Authorized
T00001759,O0000504,P00524,2024-09-08 00:40:00,4,2658.53,83.27,1899.15,12450.0,Sale,Captured
T00001760,O0001237,P00370,2025-04-27 00:00:00,2,358.44,0.0,129.04,845.92,Sale,Authorized
T00001761,O0000743,P00582,2023-04-07 14:51:00,4,898.82,65.78,988.26,4517.76,Sale,Authorized
T00001762,O0000477,P00647,2024-05-26 11:45:00,1,4699.55,0.0,563.95,5263.5,Sale,Settled
T00001763,O0000687,P00409,2023-07-24 05:05:00,1,978.33,24.39,171.71,1125.65,Sale,Settled
T00001764,O0000383,P00172,2026-01-05 08:13:00,2,1174.46,74.08,409.47,2684.31,Sale,Refunded
T00001765,O0000112,P00470,2023-07-15 11:40:00,5,3117.11,57.93,2794.97,18322.59,Sale,Refunded
T00001766,O0000759,P00205,2025-01-17 20:12:00,3,994.41,77.46,145.29,3051.06,Sale,Refunded
T00001767,O0000558,P00155,2024-10-15 05:45:00,3,,0.0,51.39,1079.19,Refund,Settled
T00001768,O0000251,P00641,2024-01-14 08:25:00,3,2777.24,32.35,995.92,9295.29,Exchange,Captured
T00001769,O0000888,P00206,2023-07-31 05:45:00,5,1195.08,53.87,296.08,6217.61,Sale,Authorized
T00001770,O0000573,P00173,2026-01-11 02:57:00,3,2215.3,0.0,797.51,7443.41,Sale,Captured
T00001771,O0001499,P00609,2023-11-18 19:29:00,1,543.13,34.1,142.53,651.56,Sale,Refunded
T00001772,O0000265,P00601,2023-08-28 22:11:00,4,922.2,21.39,183.37,3850.78,Sale,Captured
T00001773,O0000984,P00428,2025-10-20 15:30:00,1,1494.47,49.41,173.41,1618.47,Sale,Settled
T00001774,O0000311,P00045,2025-10-07 23:33:00,5,667.98,32.53,595.33,3902.7,Sale,Captured
T00001775,O0000305,P00133,2024-05-29 06:07:00,4,,0.0,566.86,3716.1,Sale,Authorized
T00001776,O9999999,P00067,2023-12-22 05:17:00,4,1531.06,65.61,727.04,6785.67,Exchange,Settled
T00001777,O0001020,P00302,2025-04-13 04:56:00,5,815.65,0.0,203.91,4282.16,Sale,Refunded
T00001778,O0000053,P00144,2025-09-07 13:54:00,5,1638.95,0.0,983.37,9178.12,Sale,Refunded
T00001779,O0000842,P00335,2025-11-14 11:50:00,5,951.56,18.95,568.66,5307.51,Exchange,Failed
T00001780,O0000231,P00530,2025-07-13 12:37:00,1,2887.29,0.0,144.36,3031.65,Sale,Settled
T00001781,O0000224,P00561,2025-07-29 11:15:00,5,1495.15,36.8,2082.91,9521.86,Sale,Refunded
T00001782,O0001341,P00250,2024-02-08 23:20:00,2,430.86,57.44,96.51,900.79,Sale,Settled
T00001783,O9999999,P00021,2023-12-27 15:34:00,2,1447.36,0.0,144.74,3039.46,Sale,Refunded
T00001784,O0000833,P00495,2025-03-26 23:32:00,5,394.24,25.38,233.5,2179.32,Sale,Authorized
T00001785,O0000863,P00058,2023-01-25 22:41:00,4,484.62,0.0,542.77,2481.25,Refund,Settled
T00001786,O0000183,P00285,2023-06-05 09:20:00,2,3076.57,109.97,1692.09,7735.26,Exchange,Captured
T00001787,O0001055,P00066,2023-09-06 18:01:00,3,1721.99,0.0,258.3,5424.27,Sale,Refunded
T00001788,O0000650,P00517,2024-04-08 10:22:00,1,720.85,30.45,193.31,883.71,Sale,Settled
T00001789,O0000853,P00381,2024-10-09 17:54:00,5,2393.2,22.94,1433.17,13376.23,Sale,Settled
T00001790,O0000786,P00023,2025-09-01 14:56:00,1,621.95,25.46,167.02,763.51,Sale,Captured
T00001791,O0000508,P00451,2024-08-31 23:14:00,4,1456.88,86.13,1607.59,7348.98,Refund,Failed
T00001792,O0000820,P00169,2026-02-18 12:10:00,3,3192.33,0.0,1149.24,10726.23,Refund,Refunded
T00001793,O0001314,P00479,2023-09-26 15:22:00,3,2517.76,0.0,2114.92,9668.2,Sale,Refunded
T00001794,O0000048,P00484,2025-09-01 21:29:00,1,407.54,102.43,54.92,360.03,Sale,Failed
T00001795,O0000505,P00630,2025-04-15 09:52:00,2,1376.55,0.0,330.37,3083.47,Sale,Authorized
T00001796,O0001412,P00160,2024-09-21 00:45:00,1,2470.79,134.52,654.16,2990.43,Sale,Authorized
T00001797,O0000839,P00001,2025-11-07 14:42:00,3,957.69,40.75,793.05,3625.37,Sale,Refunded
T00001798,O0001002,P00411,2024-12-12 06:48:00,5,521.91,0.0,730.67,3340.22,Sale,Refunded
T00001799,O0001018,P00450,2025-09-26 09:44:00,3,456.44,0.0,383.41,1752.73,Sale,Authorized
T00001800,O0000036,P00570,2024-12-04 23:48:00,1,1939.55,0.0,232.75,2172.3,Refund,Authorized
T00001801,O0001285,P00443,2024-03-30 00:02:00,1,419.5,88.94,59.5,390.06,Sale,Authorized
T00001802,O0001360,P00158,2023-05-02 19:18:00,1,856.77,31.07,99.08,924.78,Exchange,Authorized
T00001803,O0001448,P00361,2025-05-05 00:01:00,2,1208.87,0.0,290.13,2707.87,Refund,Settled
T00001804,O0000791,P00076,2023-03-02 12:09:00,5,1439.58,112.27,850.28,7935.91,Exchange,Captured
T00001805,O0000330,P00575,2024-12-13 10:09:00,2,1562.2,0.0,874.83,3999.23,Sale,Refunded
T00001806,O0000723,P00105,2024-11-25 22:19:00,3,1116.4,0.0,167.46,3516.66,Sale,Settled
T00001807,O0000077,P00455,2024-12-07 02:16:00,1,472.52,0.0,56.7,529.22,Refund,Settled
T00001808,O0001486,P00568,2025-04-17 05:00:00,3,578.72,120.77,452.31,2067.7,Sale,Refunded
T00001809,O0000435,P00467,2025-03-13 03:30:00,1,1637.97,0.0,458.63,2096.6,Sale,Authorized
T00001810,O0000380,P00369,2023-02-15 03:34:00,3,1194.11,0.0,644.82,,Exchange,Authorized
T00001811,O0000350,P00388,2023-07-29 19:37:00,2,396.28,59.02,36.68,770.22,Sale,Refunded
T00001812,O0000001,P00218,2023-05-15 17:59:00,5,400.81,37.56,550.62,2517.11,Refund,Authorized
T00001813,O0001385,P00382,2023-03-30 05:16:00,5,1510.94,112.97,893.01,8334.74,Sale,Captured
T00001814,O0000965,P00298,2023-01-20 09:54:00,2,948.1,24.79,224.57,2095.98,Exchange,Captured
T00001815,O0000346,P00093,2026-01-29 12:57:00,2,833.2,0.0,199.97,1866.37,Refund,Failed
T00001816,O0000861,P00103,2024-08-02 15:52:00,1,949.88,0.0,47.49,997.37,Exchange,Captured
T00001817,O0000429,P00073,2024-08-22 09:45:00,5,1357.29,91.14,1205.16,7900.47,Exchange,Captured
T00001818,O0000584,P00501,2023-08-06 15:29:00,1,791.16,26.33,38.24,803.07,Exchange,Failed
T00001819,O0000742,P00028,2023-06-20 09:48:00,1,849.75,0.0,152.96,1002.71,Sale,Authorized
T00001820,O0000630,P00251,2023-07-25 16:14:00,3,1353.72,58.58,1120.72,5123.3,Refund,Refunded
T00001821,O0001252,P00105,2025-07-02 17:55:00,1,1116.4,68.66,293.37,1341.11,Sale,Refunded
T00001822,O0000176,P00632,2025-08-04 13:53:00,2,775.91,88.2,73.18,1536.8,Sale,Refunded
T00001823,O0001076,P00441,2023-09-01 10:41:00,2,1987.94,32.15,1104.24,5047.97,Sale,Authorized
T00001824,O0001498,P00639,2023-05-21 03:44:00,1,854.95,25.86,232.15,1061.24,Refund,Failed
T00001825,O0001345,P00476,2025-09-16 09:43:00,1,292.44,0.0,35.09,327.53,Sale,Authorized
T00001826,O0000892,P00172,2026-01-17 23:13:00,1,1174.46,107.41,128.05,1195.1,Sale,Failed
T00001827,O0000908,P00063,2024-10-31 03:06:00,4,1009.6,31.42,1121.95,5128.93,Sale,Captured
T00001828,O0000935,P99999,2023-04-07 03:29:00,4,731.08,46.0,143.92,3022.24,Refund,Refunded
T00001829,O0000849,P00078,2025-03-31 19:55:00,3,1094.96,50.66,582.16,3816.38,Sale,Refunded
T00001830,O0000392,P00320,2024-09-26 23:08:00,3,2042.1,34.45,1705.72,7797.57,Exchange,Authorized
T00001831,O0000977,P00579,2025-12-05 20:38:00,1,461.39,33.34,119.85,547.9,Exchange,Captured
T00001832,O0000493,P00633,2025-10-05 20:54:00,4,992.11,0.0,198.42,4166.86,Sale,Authorized
T00001833,O0000346,P00336,2023-07-11 23:07:00,1,540.61,71.29,56.32,525.64,Sale,Refunded
T00001834,O0001203,P00097,2024-08-01 07:13:00,3,1947.59,96.82,1034.27,6780.22,Sale,Settled
T00001835,O0000566,P00300,2025-11-19 20:41:00,2,1156.14,0.0,647.44,2959.72,Sale,Refunded
T00001836,O0001223,P00277,2025-08-02 05:15:00,1,673.38,92.95,162.52,742.95,Sale,Settled
T00001837,O0000951,P00223,2024-08-14 20:13:00,5,584.47,0.0,350.68,3273.03,Sale,Authorized
T00001838,O0000013,P00631,2025-04-19 06:50:00,3,351.26,19.42,186.18,1220.54,Refund,Authorized
T00001839,O0000018,P00006,2023-12-25 20:59:00,4,1321.73,0.0,264.35,5551.27,Sale,Captured
T00001840,O0001113,P00114,2023-09-27 06:29:00,3,971.24,23.57,520.23,3410.38,Exchange,Authorized
T00001841,O0000944,P00384,2024-03-02 22:44:00,3,2405.35,128.24,850.54,7938.35,Sale,Captured
T00001842,O0000212,P00120,2024-12-27 21:32:00,2,1114.75,36.79,109.64,2302.35,Sale,Authorized
T00001843,O0000212,P00045,2023-04-11 12:26:00,5,667.98,50.03,592.18,3882.05,Sale,Settled
T00001844,O0000554,P00060,2023-09-22 20:56:00,1,,0.0,1538.81,10087.75,Exchange,Refunded
T00001845,O0000629,P00269,2023-12-21 04:18:00,4,373.57,18.79,265.59,1741.08,Exchange,Refunded
T00001846,O0001166,P00124,2023-06-18 22:26:00,4,1134.84,22.38,813.06,5330.04,Sale,Settled
T00001847,O0000108,P00428,2025-06-27 16:40:00,2,1494.47,0.0,836.9,3825.84,Refund,Failed
T00001848,O0000707,P00593,2024-05-14 04:40:00,5,770.03,107.34,1047.99,4790.8,Sale,Authorized
T00001849,O0000723,P00092,2025-02-24 04:26:00,1,316.65,19.0,14.88,312.53,Sale,Settled
T00001850,O0000684,P00590,2026-03-26 14:49:00,5,1035.11,52.02,256.18,5379.71,Exchange,Captured
T00001851,O0000323,P00539,2025-04-26 17:05:00,4,731.66,0.0,819.46,3746.1,Sale,Authorized
T00001852,O0001023,P00319,2025-05-09 10:41:00,1,1114.92,54.47,127.25,1187.7,Sale,Authorized
T00001853,O0000936,P00570,2024-01-13 00:32:00,5,1939.55,38.55,1159.1,10818.3,Sale,Failed
T00001854,O0000798,P00050,2025-11-07 02:05:00,2,1341.81,34.85,741.66,3390.43,Exchange,Authorized
T00001855,O0000905,P00249,2025-08-03 18:56:00,2,2451.32,0.0,1372.74,6275.38,Sale,Refunded
T00001856,O0000370,P99999,2023-10-29 13:50:00,4,814.71,51.4,898.08,4105.52,Refund,Refunded
T00001857,O0001232,P00447,2023-08-03 23:44:00,4,2194.11,0.0,1579.76,10356.2,Refund,Refunded
T00001858,O0001079,P00552,2025-06-20 22:09:00,4,2060.17,33.09,2298.13,10505.72,Sale,Authorized
T00001859,O0000974,P00447,2025-12-30 18:08:00,2,2194.11,24.07,523.7,4887.85,Sale,Settled
T00001860,O0000740,P00622,2024-12-08 07:10:00,5,399.15,0.0,99.79,2095.54,Sale,Settled
T00001861,O0000670,P00524,2024-04-18 21:32:00,4,2658.53,0.0,1276.09,11910.21,Sale,Failed
T00001862,O0000169,P00526,2025-02-13 21:58:00,4,3415.98,62.11,3808.51,17410.32,Refund,Settled
T00001863,O0001379,P00047,2024-05-19 20:49:00,5,428.55,0.0,107.14,2249.89,Refund,Settled
T00001864,O0000088,P00050,2023-04-25 00:47:00,3,,0.0,724.58,4750.01,Refund,Refunded
T00001865,O0000771,P00239,2024-10-17 17:32:00,3,1013.12,0.0,851.02,3890.38,Sale,Authorized
T00001866,O0000806,P00620,2023-02-03 14:33:00,2,1221.81,0.0,684.21,3127.83,Sale,Authorized
T00001867,O0000307,P00397,2023-06-15 15:39:00,1,323.39,0.0,38.81,362.2,Refund,Failed
T00001868,O0001019,P00306,2023-01-19 01:04:00,-2,660.17,0.0,0.0,0.0,Refund,Captured
T00001869,O0001260,P00618,2023-01-10 23:46:00,1,356.72,103.61,70.87,323.98,Sale,Captured
T00001870,O0001307,P00424,2023-03-15 20:40:00,2,2715.27,0.0,977.5,6408.04,Sale,Captured
T00001871,O0000290,P00129,2023-09-24 00:30:00,1,1764.17,0.0,317.55,2081.72,Sale,Settled
T00001872,O0000861,P00126,2023-03-23 03:50:00,5,382.58,70.22,515.95,2358.63,Sale,Authorized
T00001873,O0000868,P00156,2025-11-25 22:40:00,1,637.81,0.0,114.81,752.62,Refund,Refunded
T00001874,O0001493,P00101,2025-03-29 17:54:00,4,4112.23,26.33,1970.71,18393.3,Sale,Settled
T00001875,O0000177,P00303,2023-07-12 15:12:00,3,713.89,0.0,107.08,2248.75,Sale,Authorized
T00001876,O0000862,P00080,2024-11-25 10:28:00,2,1101.88,102.16,252.19,2353.79,Sale,Refunded
T00001877,O0000758,P00588,2023-10-09 11:15:00,3,732.6,0.0,395.6,2593.4,Refund,Settled
T00001878,O0000664,P00288,2026-02-20 19:09:00,-3,366.46,0.0,0.0,0.0,Sale,Settled
T00001879,O0001319,P00437,2025-09-06 04:42:00,2,487.39,36.77,262.64,1200.65,Exchange,Captured
T00001880,O0001209,P00344,2024-01-01 12:14:00,2,6262.46,74.21,622.54,13073.25,Sale,Settled
T00001881,O0001325,P00498,2024-01-26 17:34:00,1,2853.81,81.9,498.94,3270.85,Sale,Authorized
T00001882,O0001029,P00580,2024-03-11 16:09:00,3,1099.87,37.21,587.23,3849.63,Refund,Settled
T00001883,O0000927,P00386,2023-04-03 11:07:00,5,3100.73,26.88,773.84,16250.61,Sale,Refunded
T00001884,O0001285,P00513,2023-12-14 07:24:00,4,2118.92,0.0,2373.19,10848.87,Sale,Refunded
T00001885,O0001204,P00558,2025-09-24 11:33:00,1,3367.52,56.85,595.92,3906.59,Refund,Refunded
T00001886,O0001419,P00470,2025-08-05 02:33:00,3,3117.11,0.0,1683.24,11034.57,Sale,Authorized
T00001887,O0000108,P00252,2023-07-20 14:40:00,3,991.21,115.9,514.39,3372.12,Exchange,Settled
T00001888,O0001429,P00517,2023-10-30 19:32:00,2,720.85,148.62,64.65,1357.73,Sale,Refunded
T00001889,O0000606,P00414,2023-03-05 02:35:00,1,722.08,50.06,188.17,860.19,Sale,Authorized
T00001890,O0001109,P00252,2024-05-29 17:31:00,-4,991.21,44.0,-7.92,-51.92,Sale,Captured
T00001891,O0000836,P00180,2025-07-23 09:13:00,3,355.01,26.54,124.62,1163.11,Exchange,Captured
T00001892,O0001030,P00501,2023-10-08 01:51:00,3,791.16,0.0,427.23,2800.71,Exchange,Authorized
T00001893,O0000432,P00292,2025-02-02 00:38:00,3,335.25,133.37,104.69,977.07,Exchange,Captured
T00001894,O0001481,P00166,2023-06-27 16:59:00,4,5253.6,0.0,3782.59,24796.99,Exchange,Failed
T00001895,O0000446,P00440,2024-03-02 04:59:00,1,1708.73,53.4,198.64,1853.97,Sale,Settled
T00001896,O9999999,P00150,2025-12-30 13:27:00,4,676.34,86.96,733.15,3351.55,Sale,Settled
T00001897,O0000008,P00465,2026-03-18 19:09:00,1,5699.3,0.0,1025.87,6725.17,Exchange,Refunded
T00001898,O0000182,P00521,2023-09-18 06:04:00,4,3714.61,50.28,2665.47,17473.63,Sale,Settled
T00001899,O0001051,P00611,2024-10-28 10:01:00,3,1260.46,74.57,1037.91,4744.72,Sale,Captured
T00001900,O0001027,P00145,2023-06-12 11:19:00,3,2996.97,43.22,447.38,9395.07,Sale,Authorized
T00001901,O0000760,P00221,2023-11-05 16:35:00,3,511.68,0.0,184.2,1719.24,Sale,Captured
T00001902,O0001437,P00297,2026-02-09 14:42:00,5,703.12,0.0,984.37,4499.97,Sale,Authorized
T00001903,O0000931,P00405,2025-06-05 06:02:00,1,8401.89,103.69,2323.5,10621.7,Refund,Settled
T00001904,O0001350,P00570,2025-08-09 19:57:00,1,1939.55,107.9,329.7,2161.35,Exchange,Failed
T00001905,O0000483,P00570,2026-04-11 07:57:00,3,1939.55,63.36,287.76,6043.05,Exchange,Refunded
T00001906,O0001360,P00005,2025-10-06 22:17:00,5,892.69,73.83,526.75,4916.37,Sale,Settled
T00001907,O0000851,P00242,2026-01-20 11:21:00,1,1047.96,56.51,178.46,1169.91,Exchange,Captured
T00001908,O0000304,P00257,2026-04-08 12:17:00,1,964.2,0.0,269.98,1234.18,Exchange,Authorized
T00001909,O0000345,P00588,2023-01-17 08:12:00,4,732.6,0.0,351.65,3282.05,Sale,Captured
T00001910,O0000664,P00008,2023-08-03 15:14:00,5,300.57,37.71,410.24,1875.38,Exchange,Failed
T00001911,O0000905,P00161,2025-03-07 05:20:00,1,367.66,0.0,18.38,386.04,Sale,Failed
T00001912,O0001094,P00032,2023-11-14 10:36:00,5,2315.84,143.31,3202.05,14637.94,Exchange,Refunded
T00001913,O0001017,P00324,2023-12-13 15:01:00,1,2636.79,71.32,128.27,2693.74,Refund,Settled
T00001914,O0000139,P00645,2024-01-24 21:57:00,1,343.35,0.0,41.2,384.55,Sale,Settled
T00001915,O0001401,P00058,2025-09-30 09:34:00,1,484.62,32.94,22.58,474.26,Exchange,Refunded
T00001916,O0001131,P00273,2024-10-23 18:41:00,4,2698.11,88.81,2997.02,13700.65,Sale,Captured
T00001917,O0000539,P00650,2024-06-06 05:31:00,5,811.17,79.97,198.79,4174.67,Exchange,Authorized
T00001918,O0000657,P00307,2024-03-20 14:44:00,3,464.47,32.53,381.05,1741.93,Exchange,Captured
T00001919,O0000546,P00123,2023-01-24 12:01:00,5,554.02,0.0,138.5,2908.6,Refund,Failed
T00001920,O0001042,P00131,2023-03-05 21:36:00,5,3867.82,71.56,963.38,20230.92,Sale,Refunded
T00001921,O0000650,P00506,2023-11-20 02:34:00,1,2232.8,108.83,594.71,2718.68,Sale,Failed
T00001922,O0000984,P00337,2023-03-29 07:25:00,2,938.34,0.0,525.47,2402.15,Sale,Refunded
T00001923,O0000328,P00599,2026-04-15 10:28:00,5,657.29,0.0,164.32,3450.77,Sale,Authorized
T00001924,O0000754,P00389,2026-01-28 18:43:00,3,1152.22,0.0,967.86,4424.52,Exchange,Failed
T00001925,O0000428,P00197,2023-09-23 02:20:00,1,1399.17,115.51,64.18,1347.84,Sale,Authorized
T00001926,O0000841,P00103,2025-08-25 07:05:00,4,949.88,0.0,683.91,4483.43,Sale,Authorized
T00001927,O0000229,P00417,2026-02-14 17:43:00,1,975.29,0.0,117.03,1092.32,Sale,Authorized
T00001928,O0001239,P00418,2024-05-06 22:00:00,4,647.45,21.21,719.21,3287.8,Refund,Refunded
T00001929,O0000284,P00454,2025-06-08 12:11:00,2,1848.03,107.01,1004.93,4593.98,Sale,Authorized
T00001930,O0000429,P00601,2025-09-21 06:48:00,1,922.2,0.0,258.22,1180.42,Sale,Authorized
T00001931,O0001348,P00226,2025-07-03 08:32:00,1,1204.05,0.0,60.2,1264.25,Exchange,Captured
T00001932,O0000859,P00479,2023-02-07 03:17:00,2,2517.76,102.25,246.66,5179.93,Sale,Failed
T00001933,O0000102,P00529,2023-08-04 11:50:00,5,2632.47,59.32,655.15,13758.18,Exchange,Refunded
T00001934,O0000040,P00418,2024-05-03 20:34:00,5,647.45,18.62,579.35,3797.98,Sale,Settled
T00001935,O0000375,P00064,2025-03-18 22:48:00,2,701.5,56.64,67.32,1413.68,Refund,Settled
T00001936,O0000327,P00249,2024-08-01 14:39:00,3,2451.32,69.78,2039.57,9323.75,Refund,Settled
T00001937,O0000493,P00367,2023-07-29 10:44:00,1,699.03,63.88,31.76,666.91,Sale,Refunded
T00001938,O0000076,P00466,2025-04-28 07:56:00,3,1521.86,42.15,542.81,5066.24,Exchange,Authorized
T00001939,O0001300,P00345,2024-03-23 07:38:00,4,2652.43,0.0,1909.75,12519.47,Refund,Captured
T00001940,O0001244,P00229,2025-03-22 03:39:00,4,429.68,92.29,81.32,1707.75,Sale,Authorized
T00001941,O0000136,P00422,2023-06-29 01:21:00,4,563.18,73.12,392.33,2571.93,Sale,Settled
T00001942,O0000561,P00135,2024-01-01 20:29:00,1,625.43,70.71,99.85,654.57,Sale,Failed
T00001943,O0000819,P00313,2024-06-23 07:26:00,5,1062.9,94.13,261.02,5481.39,Refund,Authorized
T00001944,O0001225,P00012,2023-05-02 04:23:00,5,3578.69,29.74,893.19,18756.9,Exchange,Authorized
T00001945,O0000343,P00334,2023-01-03 05:11:00,2,3441.41,0.0,344.14,7226.96,Refund,Authorized
T00001946,O0000286,P00153,2023-01-04 23:59:00,5,619.2,71.65,846.82,3871.17,Sale,Failed
